eval_accuracy,eval_f1,eval_precision,eval_recall
0.5010387811634349,0.4346207486600254,0.39438780197430495,0.5010387811634349
0.550207756232687,0.4809014625466737,0.42919149463610495,0.550207756232687
0.5754847645429363,0.5349736220423394,0.5193410705392348,0.5754847645429363
0.6024930747922438,0.585776432394975,0.5894692687246692,0.6024930747922438
0.5997229916897507,0.5839681234909547,0.5852010123256387,0.5997229916897507
0.6083795013850416,0.5932141226895354,0.5949597022404356,0.6083795013850416
0.6097645429362881,0.5947372428303499,0.5966040541760635,0.6097645429362881
0.610803324099723,0.5954697954479452,0.5973254684116538,0.610803324099723
0.6114958448753463,0.5956945835440789,0.5978563043821623,0.6114958448753463
0.6087257617728532,0.5915595033483934,0.5953765275992636,0.6087257617728532
