eval_accuracy,eval_f1,eval_precision,eval_recall
0.4224376731301939,0.3556903845502685,0.3232652714049917,0.4224376731301939
0.5221606648199446,0.4509575409082584,0.46335087718666707,0.5221606648199446
0.5495152354570637,0.5003738188706298,0.49762322194433567,0.5495152354570637
0.5720221606648199,0.5416649027940622,0.5561488714421011,0.5720221606648199
0.590027700831025,0.5721306049227014,0.5743216776330456,0.590027700831025
0.5941828254847645,0.5741890920325792,0.5793507443293721,0.5941828254847645
0.6042243767313019,0.585719552223222,0.5904032607734956,0.6042243767313019
0.6087257617728532,0.5906894445011602,0.5947555874556969,0.6087257617728532
0.6083795013850416,0.5916688711392878,0.5950264210758989,0.6083795013850416
0.6076869806094183,0.5892866685309328,0.5938378000315694,0.6076869806094183
