eval_accuracy,eval_f1,eval_precision,eval_recall
0.6284626038781164,0.6116265259352933,0.6222442206395136,0.6284626038781164
0.6291551246537396,0.6137665340923404,0.6234732822238949,0.6291551246537396
0.6301939058171745,0.617475514462556,0.6232186080722191,0.6301939058171745
0.6333102493074793,0.6242850461435568,0.6260796550567067,0.6333102493074793
0.6381578947368421,0.6263131485692044,0.6328359625068322,0.6381578947368421
0.6374653739612188,0.624290549868559,0.6320286482452387,0.6374653739612188
0.6364265927977839,0.6262331169643185,0.6285810287703415,0.6364265927977839
0.6364265927977839,0.6253639123459988,0.6300633015366766,0.6364265927977839
