eval_accuracy,eval_f1,eval_precision,eval_recall
0.35145429362880887,0.24760436533520608,0.41458436071536564,0.35145429362880887
0.49757617728531855,0.43408015156659874,0.3998886633838353,0.49757617728531855
0.5169667590027701,0.45191631006117516,0.5118888281693442,0.5169667590027701
0.5252770083102493,0.4648661486708066,0.4957403198154186,0.5252770083102493
0.5325484764542936,0.494261806898671,0.5176117972371866,0.5325484764542936
0.5474376731301939,0.5208117666002355,0.5397694609194678,0.5474376731301939
0.5599030470914127,0.5406019226227582,0.5557677438715116,0.5599030470914127
0.5616343490304709,0.5446679838810904,0.557004348862562,0.5616343490304709
0.5612880886426593,0.5442847060972752,0.5545467585977063,0.5612880886426593
0.5647506925207756,0.5489188080964738,0.5576395614310713,0.5647506925207756
