eval_accuracy,eval_f1,eval_precision,eval_recall
0.3369113573407202,0.18495862532372093,0.22559624628135996,0.3369113573407202
0.42693905817174516,0.3652999424466833,0.3574996992534237,0.42693905817174516
0.5013850415512465,0.4385970538324676,0.4025768755125132,0.5013850415512465
0.5048476454293629,0.44299077818760507,0.44952100520408556,0.5048476454293629
0.5235457063711911,0.4640665311775395,0.5026630291801608,0.5235457063711911
0.5325484764542936,0.48217706318023396,0.5198095883059971,0.5325484764542936
0.5332409972299169,0.48509142692068735,0.529998766268067,0.5332409972299169
0.5332409972299169,0.48718415166207985,0.5198171487057218,0.5332409972299169
0.5370498614958449,0.4986421466953873,0.5256898029805149,0.5370498614958449
0.5377423822714681,0.498412742592364,0.5266562469664579,0.5377423822714681
